,Título,Zona,Precio,M2,Habitaciones,Baños,Terraza,Amueblado,Parking,Link,Latitud,Longitud,idZona,TerrazaBin
6869,Alquiler apartamento piso en alquiler en el Raval en Barcelona,Raval,1174.0,63.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_el_raval_raval-barcelona-i2385004083680.htm?pag=197&f=&geo=p&from=list&lo=55,41.3827310729,2.1675430822,01,0
6870,"Alquiler apartamento piso de 90m², 3 hab , 2 baños, totalmente amueblado y equipado, amplio y luminoso en Barcelona",Poble Sec,1500.0,90.0,3,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_de_90m2_3_hab_2_banos_totalmente_amueblado_y_equipado_poble_sec-barcelona-i2385004080436.htm?pag=200&f=&geo=p&from=list&lo=55,41.3746305947,2.1543615109,11,0
6871,Alquiler piso oportunidad por precio y zona en Gòtic Barcelona,Gòtic,2000.0,146.0,4,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-oportunidad_por_precio_y_zona_gotic-barcelona-i5513004054586.htm?pag=211&f=&geo=p&from=list&lo=55,41.3875478474,2.1685353227,02,0
6872,Alquiler piso urbana de diseño en Sant Antoni Barcelona,Sant Antoni,2490.0,135.0,2,3,Terraza 65 m,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-urbana_de_diseno_sant_antoni-barcelona-i2953003296751.htm?pag=211&f=&geo=p&from=list&lo=55,41.3784521295,2.1598952378,10,1
6873,"Alquiler apartamento piso moderno de 95 m², 3 hab. 2 dob. una en suit + 1 ind.), 2 baños, amueblado, asc., terraza de 10 m², muy luminoso en Barcelona",Vila Olímpica,1590.0,95.0,3,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_moderno_de_95_m2_3_hab_2_dob_una_en_suit_1_ind_2_ba_vila_olimpica-barcelona-i2385004079398.htm?pag=202&f=&geo=p&from=list&lo=55,41.3926956664,2.188803379,67,0
6874,"Alquiler apartamento piso moderno de 70m2, 3 habitaciones 2 dobles, 1 individual), 1 baño, cocina equipada, aire acondicionado, amueblado en Barcelona",Navas,1000.0,70.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_moderno_de_70m2_3_habitaciones_2_dobles_1_individual_1_navas-barcelona-i2385004080484.htm?pag=200&f=&geo=p&from=list&lo=55,41.4238407105,2.1818038821,63,0
6875,Alquiler piso  con vistas increibles en Les Corts Barcelona,Les Corts,1080.0,60.0,3,2,Terraza 15 m,,Plaza parking ,https://www.habitaclia.com/alquiler-piso-con_vistas_increibles_les_corts-barcelona-i5481004008921.htm?pag=211&f=&geo=p&from=list&lo=55,41.383531419899995,2.1379758889,19,1
6876,Alquiler apartamento piso en alquiler en diagonal mar en Barcelona,Diagonal Mar - La Mar Bella,3900.0,146.0,3,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_diagonal_mar_diagonal_mar_la_mar_bella-barcelona-i2385004079349.htm?pag=202&f=&geo=p&from=list&lo=55,41.4068473759,2.2179045413,69,0
6877,Alquiler apartamento piso en alquiler en el Fort Pienc en Barcelona,Fort Pienc,1450.0,50.0,3,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_el_fort_pienc_fort_pienc-barcelona-i2385004083685.htm?pag=197&f=&geo=p&from=list&lo=55,41.4020793295,2.1770228937000002,05,0
6878,Alquiler apartamento piso en alquiler en el poble-sec en Barcelona,Poble Sec,850.0,60.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_el_poble_sec_poble_sec-barcelona-i2385004079375.htm?pag=202&f=&geo=p&from=list&lo=55,41.3694524107,2.1679171952000003,11,0
6879,"Alquiler apartamento piso moderno de 150m², 5 hab. 3 dobl, 1 ind, 1 vestidor), 2 baños, 1 aseo, equipado, amueblado, terraza, muy luminoso en Barcelona",Sant Ramon - Maternitat,1800.0,150.0,5,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_moderno_de_150m2_5_hab_3_dobl_1_ind_1_vestidor_2_bano_sant_ramon_maternitat-barcelona-i2385004079461.htm?pag=202&f=&geo=p&from=list&lo=55,41.379868099,2.12115503,20,0
6881,Alquiler apartamento piso en alquiler en el Raval en Barcelona,Raval,1350.0,120.0,5,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_el_raval_raval-barcelona-i2385004079537.htm?pag=202&f=&geo=p&from=list&lo=55,41.374618894899996,2.1786300743,01,0
6882,"Alquiler apartamento loft moderno de 45 m², 1 habitación, 1 baño, balcón, cocina equipada, exterior, amueblado en Barcelona",Sants,1400.0,45.0,1,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-loft_moderno_de_45_m2_1_habitacion_1_bano_balcon_cocina_equi_sants-barcelona-i2385004079578.htm?pag=202&f=&geo=p&from=list&lo=55,41.3729538363,2.1307542011000002,18,0
6883,Alquiler apartamento piso moderno de diseño 140m2 2hab 2baños amueblado ascensor piscina terraza parking incluido en Barcelona,Diagonal Mar - La Mar Bella,2300.0,140.0,2,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_moderno_de_diseno_140m2_2hab_2banos_amueblado_ascensor_pisc_diagonal_mar_la_mar_bella-barcelona-i2385004082912.htm?pag=199&f=&geo=p&from=list&lo=55,41.4065080718,2.2168979455,69,0
6884,Alquiler apartamento piso en alquiler en el Camp de l´Arpa del clot amueblado y equipado + 3 hab + balcón en Barcelona,Camp de l´Arpa,1200.0,86.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_el_camp_de_larpa_del_clot_amueblado_y_equip_camp_de_l_arpa-barcelona-i2385004079447.htm?pag=202&f=&geo=p&from=list&lo=55,41.4121819184,2.1800998627,64,0
6885,Alquiler piso en cerca de calle ferrán contratos hasta 11 meses en Barcelona,Gòtic,850.0,53.0,1,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-contratos_hasta_11_meses_cerca_de_ferran_sn_gotic-barcelona-i5612003859453.htm?pag=211&f=&geo=p&from=list&lo=55,41.3806073327,2.1757678479,02,0
6886,Alquiler apartamento piso en alquiler en el Camp de l´Arpa del clot en Barcelona,Camp de l´Arpa,1200.0,86.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_el_camp_de_larpa_del_clot_camp_de_l_arpa-barcelona-i2385004079463.htm?pag=202&f=&geo=p&from=list&lo=55,41.412154969,2.1801477754,64,0
6887,"Alquiler apartamento piso elegante de 55m², 1 hab. doble, 1 baño con bañera y ducha, exterior, amueblado, asc., mucha luz en Barcelona",Esquerra Alta de l´Eixample,1100.0,55.0,1,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_elegante_de_55m2_1_hab_doble_1_bano_con_banera_y_ducha_esquerra_alta_de_l_eixample-barcelona-i2385004079273.htm?pag=202&f=&geo=p&from=list&lo=55,41.3913424096,2.1571769765,08,0
6888,"Alquiler apartamento loft moderno de 60m² con vistas, 1 hab doble, 1 baño, amueblado, ascensor, mucha luz en Barcelona",Les Corts,1000.0,60.0,1,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-loft_moderno_de_60m2_con_vistas_1_hab_doble_1_bano_amueblado_les_corts-barcelona-i2385004079159.htm?pag=203&f=&geo=p&from=list&lo=55,41.3870023789,2.1282004144,19,0
6889,Alquiler apartamento piso en alquiler en la Vila de Gràcia en Barcelona,Vila de Gràcia,900.0,69.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_la_vila_de_gracia_vila_de_gracia-barcelona-i2385004079469.htm?pag=202&f=&geo=p&from=list&lo=55,41.401927926,2.1517817972,31,0
6890,Alquiler apartamento piso en alquiler en Hostafrancs en Barcelona,Hostafrancs,1000.0,70.0,2,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_hostafrancs_hostafrancs-barcelona-i2385004079259.htm?pag=203&f=&geo=p&from=list&lo=55,41.3756437213,2.1444511682,15,0
6891,"Alquiler apartamento piso reformado de 45m2, 1 habitación doble, 1 baño, cocina equipada, amueblado y muy soleado en Barcelona",Torre Baró,1620.0,45.0,1,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_reformado_de_45m2_1_habitacion_doble_1_bano_cocina_equip_torre_baro-barcelona-i2385004079258.htm?pag=203&f=&geo=p&from=list&lo=55,41.4574289118,2.1838271528,54,0
6892,Alquiler apartamento piso en venta en sant gervasi-galvany en Barcelona,Sant Gervasi - Galvany,1700.0,125.0,4,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_venta_en_sant_gervasi_galvany_sant_gervasi_galvany-barcelona-i2385004079287.htm?pag=203&f=&geo=p&from=list&lo=55,41.397951516999996,2.1432823608000002,26,0
6893,Alquiler apartamento piso en alquiler en la nova esquerra de l´eixample en Barcelona,Esquerra Baixa de l´Eixample,914.0,50.0,2,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_la_nova_esquerra_de_leixample_esquerra_baixa_de_l_eixample-barcelona-i2385004079566.htm?pag=202&f=&geo=p&from=list&lo=55,41.3829030213,2.1496691633,09,0
6894,Alquiler apartamento piso en alquiler en la nova esquerra de l´eixample en Barcelona,Hostafrancs,950.0,80.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_la_nova_esquerra_de_leixample_hostafrancs-barcelona-i2385004083066.htm?pag=196&f=&geo=p&from=list&lo=55,41.3754002564,2.1468139838,15,0
6895,Alquiler apartamento piso en alquiler en sant gervasi-galvany en Barcelona,Sant Gervasi - Galvany,3000.0,216.0,3,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_sant_gervasi_galvany_sant_gervasi_galvany-barcelona-i2385004079312.htm?pag=203&f=&geo=p&from=list&lo=55,41.3919522569,2.1497762511,26,0
6896,"Alquiler apartamento piso a estrenar de 95m² con 2 dob., 2 baños, totalmente amubelado, plaza de parking incluido, asc. en Barcelona",Sant Gervasi - Galvany,1450.0,95.0,2,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_a_estrenar_de_95m2_con_2_dob_2_banos_totalmente_amubelad_sant_gervasi_galvany-barcelona-i2385004079323.htm?pag=203&f=&geo=p&from=list&lo=55,41.3995081569,2.1426672688,26,0
6897,"Alquiler apartamento piso de 70 m2 , 3 han , 2 baños en el centro en Barcelona",Sant Gervasi - Galvany,900.0,70.0,3,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_de_70_m2_3_han_2_banos_en_el_centro_de_sant_gervasi_galvany-barcelona-i2385004079129.htm?pag=203&f=&geo=p&from=list&lo=55,41.397537004499995,2.1556888066999997,26,0
6898,"Alquiler apartamento piso moderno de diseño, 2hab, 2 baños, sin muebles, ascensor, balcon en Barcelona",Dreta de l´Eixample,2300.0,175.0,2,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_moderno_de_diseno_2hab_2_banos_sin_muebles_ascensor_ba_dreta_de_l_eixample-barcelona-i2385004079286.htm?pag=203&f=&geo=p&from=list&lo=55,41.3883651711,2.1707466495,07,0
6899,"Alquiler apartamento piso en eixample izda de 65m² con 1 habitación doble,1 baño,cocina equipada, amueblado y totalmente exterior en Barcelona",Esquerra Alta de l´Eixample,1460.0,65.0,1,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_eixample_izda_de_65m2_con_1_habitacion_doble_1_bano_coci_esquerra_alta_de_l_eixample-barcelona-i2385004079187.htm?pag=203&f=&geo=p&from=list&lo=55,41.3925830206,2.1492516668,08,0
6900,Alquiler apartamento atico en alquiler en la Dreta de l´Eixample en Barcelona,Dreta de l´Eixample,1200.0,76.0,2,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-atico_en_en_la_dreta_de_leixample_dreta_de_l_eixample-barcelona-i2385004078936.htm?pag=204&f=&geo=p&from=list&lo=55,41.3911362116,2.1695339706,07,0
6901,Alquiler apartamento piso en alquiler en la maternitat-sant ramon en Barcelona,Sant Ramon - Maternitat,1300.0,109.0,4,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_la_maternitat_sant_ramon_sant_ramon_maternitat-barcelona-i2385004079573.htm?pag=202&f=&geo=p&from=list&lo=55,41.3858574295,2.1241929462,20,0
6902,Alquiler apartamento piso moderno de diseño 140m2 2hab 2baños amueblado ascensor piscina terraza parking incluido en Barcelona,Diagonal Mar - La Mar Bella,2300.0,140.0,2,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_moderno_de_diseno_140m2_2hab_2banos_amueblado_ascensor_pisc_diagonal_mar_la_mar_bella-barcelona-i2385004079030.htm?pag=204&f=&geo=p&from=list&lo=55,41.406517055,2.2168979455,69,0
6903,"Alquiler apartamento piso de 50m2 con 1 dorm. doble, 1 baño,. cocina , comedor en Barcelona",Raval,880.0,50.0,1,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_de_50m2_con_1_dorm_doble_1_bano_cocina_comedor_raval-barcelona-i2385004079280.htm?pag=203&f=&geo=p&from=list&lo=55,41.3795676091,2.163520637,01,0
6904,"Alquiler apartamento piso moderno de 50m², 1 dorm. doble, 1 baño, amueblado, ascensor, mucha luz en Barcelona",Esquerra Alta de l´Eixample,950.0,50.0,1,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_moderno_de_50m2_1_dorm_doble_1_bano_amueblado_ascensor_esquerra_alta_de_l_eixample-barcelona-i2385004079070.htm?pag=204&f=&geo=p&from=list&lo=55,41.3864262602,2.1466610949000002,08,0
6905,"Alquiler apartamento piso de de 70m²,terraza de 25m², 1 suite + 1 dorm. dob., 2 baños, amueblado, ascens, mucha luz en Barcelona",Dreta de l´Eixample,2300.0,120.0,2,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_de_de_70m2_terraza_de_25m2_1_suite_1_dorm_dob_2_ban_dreta_de_l_eixample-barcelona-i2385004078978.htm?pag=204&f=&geo=p&from=list&lo=55,41.390930908499996,2.1736962103999997,07,0
6906,"Alquiler apartamento piso de 100m², 4 habitaciones, 1 baño, 1 aseo, amueblado, equipado y con terraza en Barcelona",Esquerra Alta de l´Eixample,1480.0,105.0,4,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_de_100m2_4_habitaciones_1_bano_1_aseo_amueblado_equipa_esquerra_alta_de_l_eixample-barcelona-i2385004083804.htm?pag=205&f=&geo=p&from=list&lo=55,41.3894083037,2.1535803261,08,0
6907,Alquiler apartamento piso en alquiler en l´antiga esquerra de l´eixample en Barcelona,Esquerra Alta de l´Eixample,994.0,56.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_lantiga_esquerra_de_leixample_esquerra_alta_de_l_eixample-barcelona-i2385004078997.htm?pag=204&f=&geo=p&from=list&lo=55,41.3926096653,2.1467634648,08,0
6908,"Alquiler apartamento piso moderno de 60m2, 1 hab dob, 1 hab ind, 2 baños, totalmente amueblado y equipado, amplio y luminoso en Barcelona",Camp d´en Grassot - Gràcia N.,1100.0,60.0,2,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_moderno_de_60m2_1_hab_dob_1_hab_ind_2_banos_totalmente_camp_d_en_grassot_gracia_n-barcelona-i2385004084008.htm?pag=205&f=&geo=p&from=list&lo=55,41.405218763200004,2.16555061,32,0
6909,Alquiler apartamento piso en alquiler en Sant Antoni en Barcelona,Sant Antoni,1300.0,90.0,3,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_sant_antoni_sant_antoni-barcelona-i2385004083827.htm?pag=205&f=&geo=p&from=list&lo=55,41.377326169,2.1622831380000003,10,0
6910,Alquiler apartamento piso en alquiler en el Raval en Barcelona,Raval,924.0,65.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_el_raval_raval-barcelona-i2385004084107.htm?pag=205&f=&geo=p&from=list&lo=55,41.3787588433,2.1701462726,01,0
6911,"Alquiler apartamento ático de alto standing de 120m² con 2 habit. dobles, 2 baños, totalmente amueblado y equipado, terraza y muy luminoso en Barcelona",Dreta de l´Eixample,3300.0,120.0,2,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-atico_de_alto_standing_de_120m2_con_2_habit_dobles_2_banos_to_dreta_de_l_eixample-barcelona-i2385004078943.htm?pag=204&f=&geo=p&from=list&lo=55,41.3945690854,2.1729897163,07,0
6912,Alquiler apartamento estudio en alquiler en el raval en Barcelona,Putget - Farró,650.0,35.0,1,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-estudio_en_en_el_raval_putget_farro-barcelona-i2385004078962.htm?pag=204&f=&geo=p&from=list&lo=55,41.400217437399995,2.1497956726,27,0
6913,Alquiler apartamento piso en alquiler en l´antiga esquerra de l´eixample en Barcelona,Esquerra Alta de l´Eixample,1350.0,80.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_lantiga_esquerra_de_leixample_esquerra_alta_de_l_eixample-barcelona-i2385004083975.htm?pag=205&f=&geo=p&from=list&lo=55,41.3923008789,2.1524308221,08,0
6914,Alquiler apartamento piso en alquiler en el Poblenou en Barcelona,Poblenou,1400.0,67.0,2,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_el_poblenou_poblenou-barcelona-i2385004079591.htm?pag=202&f=&geo=p&from=list&lo=55,41.394623475900005,2.1989236366,68,0
6915,Alquiler apartamento piso en alquiler en la Dreta de l´Eixample en Barcelona,Dreta de l´Eixample,950.0,50.0,1,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_la_dreta_de_leixample_dreta_de_l_eixample-barcelona-i2385004084232.htm?pag=205&f=&geo=p&from=list&lo=55,41.3892941586,2.1726538251,07,0
6916,Alquiler apartamento piso en alquiler en Les Corts en Barcelona,Les Corts,1600.0,100.0,4,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_les_corts_les_corts-barcelona-i2385004084071.htm?pag=205&f=&geo=p&from=list&lo=55,41.3870408137,2.1264439678000002,19,0
6917,Alquiler apartamento piso en alquiler en sant pere-santa caterina-la ribera en Barcelona,St. Pere - Sta. Caterina - El Born,950.0,78.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_sant_pere_santa_caterina_la_ribera_st_pere_sta_caterina_el_born-barcelona-i2385004084214.htm?pag=205&f=&geo=p&from=list&lo=55,41.3911388338,2.1855936511,04,0
6918,"Alquiler apartamento piso a estrenar 100 m², 2 habitaciones dobles, terraza de 15 m², totalmente amueblado y muy luminoso en Barcelona",Raval,1600.0,115.0,2,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_a_estrenar_100_m2_2_habitaciones_dobles_terraza_de_15_m2_raval-barcelona-i2385004084177.htm?pag=205&f=&geo=p&from=list&lo=55,41.385915048499996,2.1680211141999997,01,0
6919,Alquiler piso  de 3hab con vistas al parque y techos con volta catalana en Barcelona,Verdun,960.0,76.0,3,2,nan,,,https://www.habitaclia.com/alquiler-piso-de_3hab_con_vistas_al_parque_y_techos_con_volta_catalana_verdun-barcelona-i33094000000004.htm?pag=205&f=&geo=p&from=list&lo=55,41.4408706,2.1731209,51,0
6920,Alquiler apartamento piso en alquiler en la maternitat-sant ramon + 3 hab + terraza+ balcón + cocina + amueblado y equipado en Barcelona,Sarrià,1000.0,75.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_la_maternitat_sant_ramon_3_hab_terraza_sarria-barcelona-i2385004083781.htm?pag=205&f=&geo=p&from=list&lo=55,41.3943729295,2.1242944434999997,23,0
6921,"Alquiler apartamento piso moderno de 60m², 2 habitaciones dobles, 1 baño, amueblado, equipado y muy luminoso en Barcelona",Raval,950.0,55.0,2,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_moderno_de_60m2_2_habitaciones_dobles_1_bano_amueblado_raval-barcelona-i2385004084012.htm?pag=205&f=&geo=p&from=list&lo=55,41.3768716444,2.1671017552,01,0
6922,Alquiler apartamento piso en alquiler en La Sagrera en Barcelona,La Sagrera,894.0,100.0,1,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_la_sagrera_la_sagrera-barcelona-i2385004084201.htm?pag=205&f=&geo=p&from=list&lo=55,41.4198218554,2.1893057418,61,0
6923,"Alquiler apartamento piso moderno de 85 m², 2 hab. dobles, 1 baño, amueblado, exterior, mucha luz en Barcelona",La Salut,1800.0,85.0,2,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_moderno_de_85_m2_2_hab_dobles_1_bano_amueblado_exterio_la_salut-barcelona-i2385004079604.htm?pag=202&f=&geo=p&from=list&lo=55,41.4108259621,2.1487014726,30,0
6924,Alquiler apartamento piso en alquiler en l´antiga esquerra de l´eixample en Barcelona,Esquerra Alta de l´Eixample,1324.0,85.0,2,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-piso_en_en_lantiga_esquerra_de_leixample_esquerra_alta_de_l_eixample-barcelona-i2385004084289.htm?pag=206&f=&geo=p&from=list&lo=55,41.391525488,2.1477071138999997,08,0
